Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/kg)	Enthalpy (l, kJ/kg)	Entropy (l, J/g*K)	Cv (l, J/g*K)	Cp (l, J/g*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Thermal Expansion Coefficient (l, 1/K)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/kg)	Enthalpy (v, kJ/kg)	Entropy (v, J/g*K)	Cv (v, J/g*K)	Cp (v, J/g*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)	Thermal Expansion Coefficient (v, 1/K)
26.7570000000	0.456446828177	61.7519896433	0.0161938102039	72.4755582039	79.8671715076	3.15187007357	6.06542455073	15.5861325875	889.616496650	-0.0940580746883	8.30715806807e-06	0.100541952590	0.000838816087583	0.0339900394	5.53615814821	0.180630678031	379.366839166	461.815139225	17.4265633395	6.95201894131	17.8797049715	378.484959350	13.0441980670	1.40055256556e-06	0.0278183585657	0.0856291179
26.8570000000	0.465185824957	61.5693790670	0.0162418399398	73.8899136042	81.4453873154	3.20545631853	6.07221484956	15.7479040018	885.022409341	-0.0746873377730	8.24519735918e-06	0.100413958123	0.000822776672550	0.0345378860	5.64557678335	0.177129820101	379.170800773	461.569082261	17.3590734368	6.96470735200	18.0717318510	378.608932369	12.9744966798	1.40832501876e-06	0.0280417919357	0.0865222311
26.9570000000	0.474041504945	61.3849354498	0.0162906418761	75.3150983191	83.0375387106	3.25927506105	6.07906330771	15.9141277641	880.386258593	-0.0549808073005	8.18353653080e-06	0.100282987652	0.000806774462337	0.0351036809	5.75696483262	0.173702641769	378.961716508	461.303978225	17.2914907941	6.97759241476	18.2700573601	378.726120089	12.9049064530	1.41617747532e-06	0.0282684900064	0.0874481234
27.0570000000	0.483014776896	61.1986128368	0.0163402396500	76.7513314249	84.6439086339	3.31333382804	6.08597426917	16.0850209070	875.707205362	-0.0349261772058	8.12216315854e-06	0.100149008535	0.000790810501266	0.0356883371	5.87036892955	0.170347044964	378.739302213	461.019442131	17.2238018584	6.99067808434	18.4749896549	378.836527533	12.8354114533	1.42411268583e-06	0.0284985753646	0.0884083460
27.1570000000	0.492106555433	61.0103632392	0.0163906580277	78.1988413834	86.2647916467	3.36764046502	6.09295233877	16.2608149911	870.984377536	-0.0145105570475	8.06106471860e-06	0.100011986509	0.000774885876091	0.0362928303	5.98583765906	0.167060995797	378.503261597	460.715072786	17.1559926814	7.00396850633	18.6868577050	378.940159794	12.7659952139	1.43213352450e-06	0.0287321776955	0.0894045550
27.2570000000	0.501317761326	60.8201365098	0.0164419229779	79.6578666179	87.9004946371	3.42220315616	6.10000239892	16.4417573471	866.216868263	0.00627956511029	8.00022857132e-06	0.0998718856865	0.000759001718386	0.0369182046	6.10342167702	0.163842521936	378.253285505	460.390451812	17.0880488903	7.01746802719	18.9060130712	379.037022012	12.6966407001	1.44024299698e-06	0.0289694342982	0.0904385209
27.3570000000	0.510649321787	60.6278802070	0.0164940617516	81.1286561354	89.5513375823	3.47703044596	6.10712962781	16.6281124491	861.403734154	0.0274583627798	7.93964194361e-06	0.0997286685341	0.000743159207106	0.0375655782	6.22317383945	0.160689710074	377.989051121	460.045142588	17.0199556573	7.03118120489	19.1328318685	379.127119348	12.6273302713	1.44844424878e-06	0.0292104906467	0.0915121380
27.4570000000	0.520102170789	60.4335394490	0.0165471029683	82.6114701981	91.2176543722	3.53213126277	6.11433951905	16.8201634332	856.543993368	0.0490407143799	7.87929191031e-06	0.0995822958653	0.000727359571332	0.0382361505	6.34514934208	0.157600703480	377.710221115	459.678689113	16.9516976663	7.04511282021	19.3677169379	379.210456956	12.5580456416	1.45674057448e-06	0.0294555010003	0.0926274354
27.5570000000	0.529677249392	60.2370567555	0.0166010767103	84.1065810521	92.8997937010	3.58751494413	6.12163790304	17.0182137820	851.636623563	0.0710422501339	7.81916537420e-06	0.0994327268285	0.000711604093233	0.0389312094	6.46940587157	0.154573699634	377.416442714	459.290614764	16.8832590768	7.05926788879	19.6111002520	379.287039954	12.4887678368	1.46513542759e-06	0.0297046290694	0.0937865893
27.6570000000	0.539375506098	60.0383718753	0.0166560146247	85.6142737157	94.5981200335	3.64319126439	6.12903097023	17.2225891954	846.680559685	0.0934794028912	7.75924904468e-06	0.0992799189005	0.000695894111251	0.0396521394	6.59600376939	0.151606947928	377.107346702	458.880420969	16.8146234854	7.07365167385	19.8634455857	379.356873382	12.4194771475	1.47363243138e-06	0.0299580487433	0.0949919359
27.7570000000	0.549197897225	59.8374216004	0.0167119500348	87.1348468358	96.3130146535	3.69917046466	6.13652529641	17.4336396727	841.674691615	0.116369463270	7.69952941472e-06	0.0991238278843	0.000680231023528	0.0404004312	6.72500620973	0.148698747453	376.782546331	458.447585752	16.7457738836	7.08826969994	20.1252514870	379.419962169	12.3501530802	1.48223539055e-06	0.0302159448844	0.0962459872
27.8570000000	0.559145387297	59.6341395627	0.0167689180616	88.6686136198	98.0448768039	3.75546328532	6.14412787028	17.6517418341	836.617861620	0.139730639567	7.63999273628e-06	0.0989644079149	0.000664616291614	0.0411776918	6.85647939309	0.145847444828	376.441636138	457.991562163	16.6766926122	7.10312776741	20.3970545855	379.476311086	12.2807743029	1.49094830406e-06	0.0304785142001	0.0975514469
27.9570000000	0.569218949467	59.4284560128	0.0168269557564	90.2159028493	99.7941249277	3.81208100160	6.15184612366	17.8773015137	831.508861621	0.163582122933	7.58062499357e-06	0.0988016114732	0.000649051444469	0.0419856561	6.99049275696	0.143051432105	376.084190667	457.511776569	16.6073613121	7.11823196809	20.6794332878	379.525924700	12.2113185866	1.49977537901e-06	0.0307459661978	0.0989112293
28.0570000000	0.579419565967	59.2202975793	0.0168861022466	91.7770599864	101.561198021	3.86903546225	6.15968796435	18.1107566642	826.346430243	0.187944158382	7.52141187431e-06	0.0986353894129	0.000633538082799	0.0428262001	7.12711920579	0.140309144709	375.709763060	457.007626788	16.5377608701	7.13358870188	20.9730119104	379.568807316	12.1417627427	1.50872104590e-06	0.0310185242352	0.1003284800
28.1570000000	0.589748228574	59.0095870044	0.0169463988949	93.3524483827	103.346557112	3.92633913196	6.16766181235	18.3525806147	821.129249634	0.212838122257	7.46233873849e-06	0.0984656910020	0.000618077883745	0.0437013548	7.26643536226	0.137619059435	375.317883537	456.478480057	16.4678713600	7.14920469475	21.2784653147	379.604962921	12.0720825535	1.51778997530e-06	0.0312964266761	0.1018065993
28.2570000000	0.600205939128	58.7962428557	0.0170078894744	94.9424506022	105.150686877	3.98400513776	6.17577663941	18.6032857352	815.855942023	0.238286606882	7.40339058446e-06	0.0982924639835	0.000602672605986	0.0446133234	7.40852184231	0.134979692479	374.908057721	455.923670809	16.3976719790	7.16508701786	21.5965241134	379.634395116	12.0022526979	1.52698709611e-06	0.0315799281652	0.1033492683
28.3570000000	0.610793710062	58.5801792095	0.0170706203616	96.5474698720	106.974097416	4.04204731989	6.18404201267	18.8634275678	810.525065993	0.264313513194	7.34455201201e-06	0.0981156546600	0.000587324095273	0.0455644992	7.55346355680	0.132389597498	374.479764814	455.342498244	16.3271409768	7.18124310829	21.9279805360	379.657107044	11.9322466690	1.53631761568e-06	0.0318693010366	0.1049604785
28.4570000000	0.621512564988	58.3613053029	0.0171346407489	98.1679316766	108.817326199	4.10048028782	6.19246814261	19.1336094937	805.135112443	0.290944152296	7.28580718206e-06	0.0979352080065	0.000572034290460	0.0465574868	7.70135004295	0.129847363699	374.032455583	454.734223653	16.2562555788	7.19768079129	22.2736950492	379.673101306	11.8620366851	1.54578704190e-06	0.0321648368734	0.1066445649
28.5570000000	0.632363539311	58.1395251505	0.0172000028795	99.8042855124	110.680940209	4.15931948192	6.20106593601	19.4144880225	799.684500200	0.318205356946	7.22713977252e-06	0.0977510678201	0.000556805230082	0.0475951261	7.85227582926	0.127351613945	373.565550159	454.098067491	16.1849919013	7.21440830426	22.6346038509	379.682379876	11.7915935914	1.55540120760e-06	0.0324668482375	0.1084062438
28.6570000000	0.643347680894	57.9147371219	0.0172667623077	101.457006823	112.565538310	4.21858124149	6.20984705450	19.7067787988	794.171571237	0.346125604205	7.16853292994e-06	0.0975631769129	0.000541639059534	0.0486805186	8.00634083807	0.124901002871	373.078435603	453.433206141	16.1133248584	7.23143432275	23.0117273734	379.684943996	11.7208867524	1.56516629752e-06	0.0327756705936	0.1102506557
28.7570000000	0.654466050771	57.6868334744	0.0173349781878	103.126599139	114.471753854	4.27828288013	6.21882397934	20.0112634452	788.594585475	0.374735150578	7.10996921626e-06	0.0973714773589	0.000526538038935	0.0498170591	8.16365083064	0.122494214996	372.570463220	452.738768351	16.0412280586	7.24876798847	23.4061799588	379.680794069	11.6498839328	1.57508887821e-06	0.0330916644530	0.1121834138
28.8570000000	0.665719723910	57.4556998352	0.0174047135944	104.813596449	116.400257578	4.33844276919	6.22801008347	20.3287973796	782.951715088	0.404066181226	7.05143055012e-06	0.0971759108069	0.000511504551737	0.0510084705	8.32431790028	0.120129962837	372.040945595	452.013831288	15.9686736910	7.26641893974	23.8191808997	379.669929540	11.5785511671	1.58517593113e-06	0.0334152177686	0.1142106592
28.9570000000	0.677109790040	57.2212146265	0.0174760358816	106.518565831	118.351760818	4.39908043058	6.23741971153	20.6603187722	777.241038281	0.434152975029	6.99289814197e-06	0.0969764188742	0.000496541114194	0.0522588442	8.48846102006	0.117806984993	371.489153291	451.257416164	15.8956323989	7.28439734451	24.2520670749	379.652348757	11.5068526145	1.59543488963e-06	0.0337467486171	0.1163391252
29.0570000000	0.688637354542	56.9832484252	0.0175490170820	108.242110384	120.327019082	4.46021664017	6.24706826914	21.0068588420	771.460532463	0.465032087577	6.93435242213e-06	0.0967729436385	0.000481650385771	0.0535726872	8.65620665260	0.115524044207	370.914311194	450.468483383	15.8220731395	7.30271393627	24.7063074548	379.628048827	11.4347503979	1.60587368011e-06	0.0340867082113	0.1185762093
29.1570000000	0.700303539409	56.7416632482	0.0176237343559	109.984872499	122.326836046	4.52187354326	6.25697232273	21.3695537317	765.608066740	0.496742554469	6.87577296077e-06	0.0965654282519	0.000466835180636	0.0549549753	8.82768943068	0.113279925382	370.315594428	449.645927117	15.7479630268	7.32138005315	25.1835198093	379.597025452	11.3622044258	1.61650076807e-06	0.0344355842917	0.1209300581
29.2570000000	0.712109484289	56.4963117533	0.0177002704949	111.747537516	124.352068010	4.58407478391	6.26714971132	21.7496582499	759.681393647	0.529326117689	6.81713837879e-06	0.0963538177031	0.000452098480348	0.0564112161	9.00305291890	0.111073433535	369.692123796	448.788569269	15.6732671570	7.34040768058	25.6854900163	379.559272747	11.2891721929	1.62732520983e-06	0.0347939049577	0.1234096635
29.3570000000	0.724056347620	56.2470363418	0.0177787144895	113.530837838	126.403628917	4.64684565018	6.27761967221	22.1485618345	753.678140013	0.562827478298	6.75842624797e-06	0.0961380597630	0.000437443447925	0.0579475214	9.18245046853	0.108903391685	369.042960670	447.895152697	15.5979484121	7.35980949794	26.2141944568	379.514783043	11.2156085574	1.63835671063e-06	0.0351622430077	0.1260249759
29.4570000000	0.736145307857	55.9936681483	0.0178591621708	115.335557546	128.482495981	4.71021323779	6.28840298249	22.5678071639	747.595796851	0.597294579186	6.69961297916e-06	0.0959181061561	0.000422873443455	0.0595706917	9.36604617968	0.106768638635	368.367101250	446.964333607	15.5219672394	7.37959892964	26.7718260862	379.463546668	11.1414654914	1.64960569022e-06	0.0355412208724	0.1287870347
29.5570000000	0.748377564816	55.7360259014	0.0179417169385	117.162537625	130.589716056	4.77420663498	6.29952211899	23.0091119472	741.431708123	0.632778922326	6.64067369625e-06	0.0956939140118	0.000408392041487	0.0612883162	9.55401598764	0.104668026649	367.663470085	445.994672983	15.4452814033	7.39979020109	27.3608249078	379.405551707	11.0666918007	1.66108335707e-06	0.0359315162416	0.1317081221
29.6570000000	0.760754341141	55.4739146325	0.0180264905880	119.012681872	132.726412843	4.83885713209	6.31100143961	23.4743945398	735.183058237	0.669335925706	6.58158209396e-06	0.0954654476616	0.000394003050431	0.0631088892	9.74654889331	0.102600418974	366.930912764	444.984626901	15.3678457034	7.42039840034	27.9839137372	379.340783736	10.9912328077	1.67280179269e-06	0.0363338685062	0.1348019421
29.7570000000	0.773276883909	55.2071242082	0.0181136042556	120.886963617	134.893795072	4.90419846003	6.32286738943	23.9658041953	728.846858081	0.707025326093	6.52231027662e-06	0.0952326808676	0.000379710534279	0.0650419491	9.94384836182	0.100564687193	366.168187601	443.932535545	15.2896116560	7.44143954585	28.6441403636	379.269225528	10.9150299934	1.68477404766e-06	0.0367490861608	0.1380838327
29.8570000000	0.785946466399	54.9354276581	0.0182031895014	122.786433387	137.093165853	4.97026706248	6.33514873597	24.4857569592	722.419929367	0.745911634941	6.46282857478e-06	0.0949955995909	0.000365518836986	0.0670982430	10.1461339178	0.0985597083679	365.373956182	442.836610703	15.2105271305	7.46293066127	29.3449274804	379.190856742	10.8380205906	1.69701425150e-06	0.0371780553468	0.1415710168
29.9570000000	0.798764390029	54.6585792584	0.0182953895540	124.712227684	139.325933362	5.03710240792	6.34787683854	25.0369784712	715.898887043	0.786064656116	6.40310533578e-06	0.0947542054342	0.000351432609923	0.0692899229	10.3536429721	0.0965843619188	364.546772559	441.694921493	15.1305359337	7.48488985820	30.0901321092	379.105653562	10.7601371196	1.70953773878e-06	0.0376217497533	0.1452829007
30.0570000000	0.811731986505	54.3763123307	0.0183903607497	126.665579078	141.593623142	5.10474734866	6.36108595796	25.6225552754	709.280119430	0.827560075904	6.34310668365e-06	0.0945085199375	0.000337456842889	0.0716307818	10.5666329222	0.0946375261985	363.685070838	440.505377977	15.0495773329	7.50733642775	30.8841166896	379.013588326	10.6813068580	1.72236119455e-06	0.0380812421453	0.1492414309
30.1570000000	0.824850620201	54.0883367003	0.0184882742012	128.647827858	143.897892299	5.17324853582	6.37481361398	26.2459966777	702.559765732	0.870480137874	6.28279624254e-06	0.0942585899517	0.000323596899269	0.0741365391	10.7853835764	0.0927180746905	362.787150894	439.265712306	14.9675855059	7.53029094223	31.7318345944	378.914629103	10.6014512300	1.73550282277e-06	0.0385577178538	0.1534715240
30.2570000000	0.838121690797	53.7943357492	0.0185893177427	130.660435548	146.240545965	5.24265690124	6.38910099969	26.9113097641	695.733690458	0.914914417830	6.22213481684e-06	0.0940044943841	0.000309858556025	0.0768251867	11.0101999672	0.0908248717534	361.851161815	437.973456895	14.8844889047	7.55377536820	32.6389336027	378.808739250	10.5204851029	1.74898254221e-06	0.0390524906427	0.1580015864
30.3570000000	0.851546636226	53.4939629822	0.0186936982091	132.705000672	148.623556500	5.31302821969	6.40399346416	27.6230909610	688.797454198	0.960960717470	6.16108001925e-06	0.0937463527017	0.000296248049372	0.0797174122	11.2414156289	0.0889567678139	360.875082659	436.625919060	14.8002095143	7.57781319243	33.6118818858	378.695876925	10.4383159700	1.76282221551e-06	0.0395670214788	0.1628641467
30.4570000000	0.865126935973	53.1868380049	0.0188016441193	134.783277210	151.049085978	5.38442376830	6.41954107736	28.3866385476	681.746280085	1.00872609956	6.09958583625e-06	0.0934843356958	0.000282772127160	0.0828371203	11.4793964381	0.0871125938886	359.856699951	435.220151386	14.7146619864	7.60242956249	34.6581224298	378.575994577	10.3548429993	1.77704591843e-06	0.0401029408658	0.1680966311
30.5570000000	0.878864114775	52.8725417872	0.0189134088545	136.897196363	153.519512694	5.45691110440	6.43579929475	29.2080919223	674.575015117	1.05832809282	6.03760211754e-06	0.0932186791774	0.000269438109192	0.0862120787	11.7245451380	0.0852911552844	358.793581230	433.752916917	14.6277526210	7.62765144387	35.7862636683	378.449038403	10.2699559186	1.79168025805e-06	0.0406620755931	0.1737423213
30.6570000000	0.892759746799	52.5506110525	0.0190292744456	139.048892337	156.037462573	5.53056498845	6.45282974373	30.0946053372	667.278085296	1.10989610168	5.97507397257e-06	0.0929497014951	0.000256253957027	0.0898747260	11.9773066993	0.0834912242880	357.683043774	432.220648029	14.5393781618	7.65350779596	37.0063166232	378.314947797	10.1835337009	1.80675475122e-06	0.0412464809918	0.1798515440
30.7570000000	0.906815460376	52.2205315880	0.0191495561150	141.240733114	158.605846658	5.60546848620	6.47070115988	31.0545664521	659.849443312	1.16357306494	5.91194105293e-06	0.0926778260725	0.000243228355139	0.0938631893	12.2381747149	0.0817115316043	356.522117381	430.619397531	14.4494243620	7.68002976918	38.3299923367	378.173654796	10.0954430071	1.82230227752e-06	0.0418584801203	0.1864831651
30.8570000000	0.921032943385	51.8817302150	0.0192746077638	143.475357406	161.227906127	5.68171429405	6.48949050865	32.0978737711	652.282507145	1.21951741915	5.84813669305e-06	0.0924036105841	0.000230370805799	0.0982225783	12.5076990771	0.0799507562372	355.307499792	428.944780135	14.3577642668	7.70725092608	39.7710782465	378.025083551	10.0055363260	1.83835962523e-06	0.0425007117508	0.1937064784
30.9570000000	0.935413949413	51.5335650783	0.0194048286487	145.755719389	163.907266793	5.75940634482	6.50928433910	33.2362922844	644.570087512	1.27790543808	5.78358687367e-06	0.0921277849744	0.000217691740603	0.1030066478	12.7864952657	0.0782075134130	354.035502886	427.191901882	14.2642561393	7.73520748924	41.3459190486	377.869149885	9.91364973864	1.85496815435e-06	0.0431761896425	0.2016036192
31.0570000000	0.949960304842	51.1753138102	0.0195406715767	148.085143274	166.648005601	5.83866176905	6.53018042982	34.4839142216	636.704301524	1.33893404022	5.71820896180e-06	0.0918513013411	0.000205202652410	0.1082799546	13.0752556754	0.0764803400275	352.701987243	425.355274370	14.1687409386	7.76393861889	43.0740374824	377.705760975	9.81960020995	1.87217460852e-06	0.0438883764455	0.2102726805
31.1570000000	0.964673917043	50.8061589750	0.0196826530518	150.467390472	169.454732490	5.91961331183	6.55228980713	35.8577629176	628.676469079	1.40282418474	5.65191016547e-06	0.0915753998540	0.000192916252411	0.1141206910	13.3747635489	0.0747676769269	351.302281855	423.428709624	14.0710392236	7.79348672295	44.9789448886	377.534815295	9.72318227903	1.89003211810e-06	0.0446412767920	0.2198317797
31.2570000000	0.979556783920	50.4251700002	0.0198313659626	152.906743076	172.332692139	6.00241233977	6.57573924192	37.3785942953	620.476987488	1.46982501458	5.58458562107e-06	0.0913016964942	0.000180846658482	0.1206244515	13.6859102832	0.0730678471004	349.831084681	421.405189994	13.9709473193	7.82389780161	47.0892127443	377.356202972	9.62416397784	1.90860145141e-06	0.0454395558698	0.2304244361
31.3570000000	0.994611005099	50.0312805111	0.0199874956184	155.408108687	175.287891794	6.08723262206	6.60067436989	39.0719754761	612.095178263	1.54021895952	5.51611600138e-06	0.0910323006905	0.000169009622770	0.1279093125	14.0097171476	0.0713790285317	348.282338213	419.276705524	13.8682325178	7.85522182683	49.4399085963	377.169806820	9.52228174668	1.92795259254e-06	0.0462886923120	0.2422267753
31.4570000000	1.00983879514	49.6232595700	0.0201518402593	157.977153615	178.327263703	6.17427514035	6.62726363316	40.9697586822	603.519097937	1.61432808870	5.44636449016e-06	0.0907699741744	0.000157422809009	0.1361227871	14.3473628576	0.0696992199841	346.649071966	417.034048297	13.7626270046	7.88751315422	52.0745493813	376.975504454	9.41723402876	1.94816675418e-06	0.0471951780093	0.2554573286
31.5570000000	1.02524249927	49.1996747147	0.0203253376328	160.620474293	181.458874246	6.26377428697	6.65570332038	43.1121296843	594.735301700	1.69252211211	5.37517290732e-06	0.0905183469972	0.000146106133506	0.1454515105	14.7002190285	0.0680261973010	344.923200596	414.666549132	13.6538200735	7.92083095878	55.0478030837	376.773172161	9.30867310026	1.96933897921e-06	0.0481667831722	0.2703905850
31.6570000000	1.04082461233	48.7588437822	0.0205090999382	163.345821054	184.692197047	6.35600596742	6.68622409826	45.5505089860	585.728544229	1.77522859408	5.30235667680e-06	0.0902822132673	0.000135082188594	0.1561349851	15.0698964156	0.0663574567748	343.095261468	412.161735691	13.5414480069	7.95523967510	58.4292952960	376.562691556	9.19619450510	1.99158155202e-06	0.0492129138469	0.2873760845
31.7570000000	1.05658780173	48.2987711103	0.0207044605279	166.162394983	188.038475419	6.45129836360	6.71909960407	48.3517486169	576.481395453	1.86294618738	5.22769818855e-06	0.0900679387111	0.000124376774238	0.1684855053	15.4583061846	0.0646901405662	341.154068147	409.504881562	13.4250807153	7.99080940259	62.3090851872	376.343960766	9.07932317960	2.01502854474e-06	0.0503451032055	0.3068658808
31.8570000000	1.07253493574	47.8170615309	0.0209130374804	169.081248860	191.511212170	6.55004649287	6.75465794201	51.6043500488	566.973738886	1.95626207716	5.15093788728e-06	0.0898840262172	0.000114019573391	0.1829177401	15.8677425671	0.0630209367069	339.086244658	406.678400959	13.3042037829	8.02761619969	66.8057302140	376.116913041	8.95749490943	2.03984198758e-06	0.0515777010243	0.3294549826
31.9570000000	1.08866911858	47.3108020461	0.0211368219678	172.115839928	195.126845269	6.65273231102	6.79329736304	55.4279309726	557.182104256	2.05587543067	5.07176206786e-06	0.0897419070154	0.000104045021209	0.1999938702	16.3009966566	0.0613459422799	336.875586789	403.661019700	13.1781938509	8.06574212209	72.0784854971	375.881547743	8.83003105261	2.06622041863e-06	0.0529288647657	0.3559425212
32.0570000000	1.10499373490	46.7763952081	0.0213783040688	175.282810118	198.905702177	6.75995313333	6.83550812545	59.9880970991	547.078760440	2.16262964804	4.98978577312e-06	0.0896570602429	9.44934398181e-05	0.2204946517	16.7615167807	0.0596604718465	334.502165722	400.426613334	13.0462840800	8.10527472951	78.3463344349	375.637982477	8.69610328978	2.09441101643e-06	0.0544220239659	0.3874271579
32.1570000000	1.12151250679	46.2093180742	0.0216406569427	178.603117743	202.873385159	6.87246293022	6.88190375769	65.5206715260	536.630451505	2.27755791979	4.90452818405e-06	0.0896506267916	8.54125428329e-05	0.2455354558	17.2536407100	0.0579587819641	331.941035883	396.942534734	12.9075143832	8.14630552985	85.9187576534	375.386542321	8.55468315189	2.12472729720e-06	0.0560881143157	0.4254613183
32.2570000000	1.13822956855	45.6037622684	0.0219280153710	182.103732403	207.062847878	6.99123428789	6.93326711903	72.3728998638	525.796583214	2.40194965773	4.81537608557e-06	0.0897518105624	7.68594633466e-05	0.2767640650	17.7829427383	0.0562336624886	329.160312767	393.167130160	12.7606574296	8.18892631121	95.2476234542	375.127916504	8.40446747459	2.15757577819e-06	0.0579691168081	0.4723112632
32.3570000000	1.15514956688	44.9520758489	0.0222459137007	185.820271976	211.517629552	7.11755500014	6.99062070762	81.0772152181	514.526528794	2.53745113785	4.72152757913e-06	0.0900016454080	6.89035343168e-05	0.3167156047	18.3567724645	0.0544758073314	326.118204375	389.045909619	12.6041044351	8.23322121257	107.019228812	374.863442971	8.24376414797	2.19349772679e-06	0.0601239225882	0.5314183165
32.4570000000	1.17227779890	44.2438573325	0.0226020076072	189.801299458	216.297131186	7.25318579757	7.05533867654	92.4918210879	502.755453358	2.68622528353	4.62190136852e-06	0.0904594020506	6.16301609764e-05	0.3694906334	18.9851304413	0.0526728011216	322.758213412	384.505368773	12.4356807166	8.27924991729	122.327926074	374.595648626	8.07030896832	2.23323765673e-06	0.0626386001299	0.6082687689
32.5570000000	1.18962040867	43.4643992352	0.0230073351431	194.115737575	221.485733010	7.40063316578	7.12933500863	108.090409833	490.397493526	2.85122064561	4.51498216306e-06	0.0912147337056	5.51462671440e-05	0.4421560997	19.6821746975	0.0508073937647	319.000933045	379.442445579	12.2523305755	8.32701141077	143.029856040	374.329335784	7.88095518882	2.27786240889e-06	0.0656456438215	0.7121657789
32.6570000000	1.20718467851	42.5918131244	0.0234786905427	198.866635326	227.209750820	7.56365720830	7.21540168266	130.622569087	477.333842477	3.03665962770	4.39853772086e-06	0.0924138376562	4.95878738209e-05	0.5479471534	20.4690081927	0.0488543455837	314.728968816	373.705186283	12.0495388099	8.37636206478	172.538842100	374.073939282	7.67110831983	2.32898406489e-06	0.0693633891667	0.8602151260
32.7570000000	1.22497948405	41.5911826982	0.0240435576756	204.219338682	233.672203558	7.74831398081	7.31787312664	165.838114086	463.389982911	3.24901836813	4.26904942383e-06	0.0943244232083	4.51297582186e-05	0.7146499970	21.3793596552	0.0467740856661	309.756439955	367.053735282	11.8201621880	8.42681515172	217.873497625	373.849195020	7.43359442328	2.38922030079e-06	0.0741868829508	1.0875737121
32.8570000000	1.24301605465	40.4009485464	0.0247518941010	210.467585647	241.234587398	7.96540950193	7.44410567451	227.959037626	448.286295773	3.49929269481	4.12040265114e-06	0.0975277044498	4.19920677323e-05	1.0112807182	22.4728475973	0.0444981436229	303.758374827	359.070281753	11.5517288358	8.47698478522	296.039065939	373.700928657	7.15606842232	2.46328591332e-06	0.0809361098790	1.4793859467
32.9570000000	1.26130936943	38.8938365403	0.0257110146222	218.225008980	250.654552621	8.23763974093	7.60846936402	363.408814351	431.507410931	3.80951733084	3.94018449952e-06	0.103656756641	4.04013134414e-05	1.6641411805	23.8731849121	0.0418880012734	296.069352236	348.903080709	11.2187523449	8.52269444480	461.101858919	373.756332184	6.81370543023	2.56119546627e-06	0.0917435691083	2.3061888086
33.0570000000	1.27988110399	36.7113763142	0.0272395126633	229.247008436	264.110345975	8.63040173715	7.84773223772	844.678945665	411.797873433	4.24089993757	3.69429814240e-06	0.120224355495	4.00551533554e-05	4.0084536227	25.9309272330	0.0385639892865	284.835856590	334.193177772	10.7504619905	8.54746650087	1018.81287054	374.521068471	6.33874913194	2.71223487045e-06	0.115462196729	5.0961039204
